"comments","classe"
"Que horror canalhas😢😢 ",0
"Canalhas e preconceituosos ",0
"CANALHA ‼️👊👊👊 ",0
"Covardes.... assassinos....milicianos!!!😠😠😠😠 ",0
"Essa atitude é vergonhosa, tem q ser punido,esse vândalo! ",0
"Bandido! Canalha e racista! Q a justiça seja feita! ",0
"SuA inutil , ele defende sim , o policial ,, ",0
"Deplorável, absurdo total. Ele vai ter q ser cassado, eu tô sem direção, perdi meu norte se esse lixo continuar no parlamento 🙏 ",0
"Os velhos coroneis agonizam. O mundo, nunca e jamais te aceitará em paz, Coronelzinho de Merda, Cala-te Tadeu! Seu tipo ja era, você ja deu!...Antes de Levantar teu chicote, pense....Quebraremos seus braços babaca! Toda solidariedade à deputada! ",0
"Cabra bom de peia esse VOMITEI.Tapa na cara ele vai levar do povo em breve nas urnas, quem viver vera! ",0
"Disse TUDO minha deputada federal, NÃO podemos deixar desses jagunços vencerem, independente de raça e credo todos perderemos. ",0
"Nossa solidariedade aos agredidos por esse louco descompassado. #racismoécrime ",0
"Sujeito escroto ",0
"toma fdp ",0
"Coronéis FDP ",0
"Nossa que emocionante 😂😂😂😂😂 ... é muita cara de pau ... 🤦🏻‍♂️ ",0
"Jogue duro com esses racistas do inferno!💪💪 ",0
"Cadeia nessi mizeravel disgrasado que feis isso aí esse disgrasado estava aí si amostrando o dominador momtrando a todos nós negros incruindo eu um cara maldito esse cara estava demostrando ali naquele momento a guria dele comtra nois negros desse país ",0
"Esse miZeravel e um ele estava demostrando ali naquele momento estava demostrando a sua guria comtra todos nós negros incruindo eu isso e inaceitável um disgrasado dessis aí fazendo amessas para todos nós tem que ser punido pela lei não pode aceitar jamais tudo isso que esse miZeravel feis ",0
"Pra todos nós que Samos milhões de negros nessi país incruindo eu esse miZeravel tem que ser punido pela lei isso e inaceitável🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 ",0
"Manda esse vagabundo de volta pra cadeia. ",0
"Toma vagabundo😂👏 ",0
"Por q sabe q vai ser mais uma condenação né infeliz????????🤮🤮🤮🤮🤮🤮🤮 ",0
"Ficam perdendo tempo com essa merda ",0
"Manda esse Lalau pra Cuba com passagem só ida.. ",0
"Não é possível, que não haja, um único Ministro dígno, naquele pinico. ",0
"Prende logo ",0
"Joice Rasselman é uma maluca ",0
"Qual o medo de ser julgado? O bandido quer usar o STF para proteger ele mas não deu. O maduro do Brasil (Lula), tem que ser impedido, pq se voltar ao poder com dinheiro roubado, Brasil já era. ",0
"Lugar de ladrão é na cadeia Lula bandido ",0
"Atentos e vigilantes para impedir que esta criatura parida pelo diabo tenha voz. ",0
"Obrigado excelência, muito obrigado esse safado saquiou nosso Brasil 👏👏👏👏👏👏 ",0
"Tem que ir para a cadeia!! ",0
"Pilantra ",0
"Olha a cara desse lula gente , acho que só pela cara de safado deveria ficar preso ",0
"Esse ladrão tem que voltar pra onde ele nunca deveria ter saído ",0
"Vai, toma seu verme.... ",0
"Agora: prisão até morrer!!! ",0
"Vai adiantar o que ?? Se condenado, continuará livre, pode recorrer a vida inteira 😏Esse STF é um lixo .. Uma vergonha ",0
"Que ladrão tem que ir para cadeia ",0
"Têm quê pegar 100 anos ",0
"30 anos estaria de bom tamanho para tamanho corrupto e ladrão!!! Estamos aguardando... ",0
"Cadeia nesse verme ",0
"O STF não é inteiramente PODRE! Tiramos as maçãs podres e teremos magistrados sérios e isentos. ",0
"Como essa gente e.destituida de qualquer mencao de razao a ignorancia e.tao .grande que e inconcebivel acreditar nesse pensamentotao mediocre e pauperrimo.de livrar se dos atos de bom vivan desse crapula e verme que gracas a tudo .esta.sendo .escurracado dos nossos locais de convivio essa pessoa escrota queva se.hanituando a nao.ser nada pois nada e nada comforme se acabou . ",0
"MUITO BEM FACCHIN , NAO DA MOLESA PARA ESSE LOUCO , PSICOPATA, BEBADO. CADEIA PARA ELE. ",0
"Que seja condenado ",0
"Não vejo a hora de ver esse demônio de 9 dedos na cadeia novamente!!! ",0
"Não basta conseguir tirar o ladrão da prisão, agora querem suspensão do julgamento. São muito canalhas... ",0
"Cadeia pro Lula já ",0
"Não aguento mais . Pelo amor de Deus , nesse País os poros dessas pessoas que respira Lula Credo! Chou coisa ruim . Oremos para vê se pensam em coisa sadia 🙏🙏 ",0
"Hahahaha lula lixo ",0
"Bora Brasil...Lula na Cadeia 👏👏👏🇧🇷 ",0
"Demorou pra colocar esse ser na cadeia novamente ",0
"A atoa lambedora saco de miliciano....A tonta apoia os assassinos de Marielle.Deixe ser escrota mulher ",0
"👏👏👏cadeia de novo pra esse imbecil de 9 dedos ",0
"Grande merda, o q adianta se depois vem um fdp e solta o Zé cana brava!!! ",0
"👏👏👏🙏🙏 Mais uma condenação para este bêbado, corrupto, ladrão!!! E o Toffoli e sua gangue ,com cara de pau,tentando livrar a cara do imundo!!🇧🇷 ",0
"Este vaga vagabundo está se achando. Não tem que ter regalias, você é qualquer pessoa hoje,Ainda pensa que manda . ",0
"VAI VOLTAR PRA JAULA ",0
"Está na hora de retornar para a. cadeia ",0
"De volta pra casa Lula... Pra casa de jaula.. La vc estará bem protegido, ninguem te fara mal ",0
"E a mentira rolando,também o pai da mentira e o 😈 ",0
"👏👏👏isso ai esse ladrão tem que volta para cadeia ",0
"Que adianta tanta acusação se esse cara ainda tá solto, nem tornozeleira esse cara usa! Tá mais livre que eu, pq ele tem grana pra ficar batendo perna dia todo, com o dinheiro dos outros! Como não sou ladra nem vagabunda, fico dentro de casa! ",0
"Cadeia nesse vagabundo verme incitando violência cadê a lei de segurança nacional não funciona??? ",0
"Que corrupto chato ",0
"Era só o que faltava! Fachin mandar suspender o julgamento desse inútil! Esse criminoso se acha mesmo dono de todo STF ",0
"Porque o resto do STF, vão morre pela própria mão do povo que não aguenta mais tanta corrupção 😤 ",0
"Se lascou doidin , vai voltar pra jaula, foi fala que faltava canalhice no governo kkkkkkkkkkk ",0
"Cana nesse pinguço ladrão! ",0
"Ja está manipulando ,vcs sao egoísta ",0
"Lula na cadeia já !!! ",0
"Os caras que defendem o Ladrao sem vergonha estão achando que podem cagar em todos . ",0
"Toma!!! Seu fim chegou!!! ",0
"Prende logo essa carniça de urubú ",0
"Ele vai voltar pro xilindró!!! Kkkkk Wuero ver o “belzebu” mandar os otarios partirem pra vandalização do Brasil, como está acontecendo no Chile, estando trancafiado!!! ",0
"Toma lhe cadeia seu velhaco ",0
"Lulla é um fóssil político! ",0
"Nem eles (STF) conseguem mais ser complacentes a tanta falta de vergonha na cara! LULA É PESO MORTO! JÁ ERA! É O PRÓXIMO PC FARIAS! O cara é uma arquivo ambulante! Se abrir a boca, metade da classe política vai pra cadeia... Se não for bEEEEm mais! ",0
"👏👏👏🇧🇷🇧🇷🇧🇷Esse verme tem que voltar pra cadeia ! ",0
"Pelo menos esse cafajestes será julgado e condenado ",0
"STF não tem outros processos só atende os processos do patrão deles LULA. STF cria vergonha na cara, tem cara? 😁 Bem se vê não tem cara tem desrespeito com o povo. ",0
"O satanás encarnado quer ficar livre da condenação p sitio de Atibaia, para continuar infernizando a vida dos brasileiros de bem . ",0
"Vai voltar pra onde não devia ter saído!!!!! ",0
"Vai trabalhar vagabundo ladrão ",0
"Volta lula, volta lula p a cadeia!..👏👏👏 ",0
"Canalha! ",0
"👏👏🏼🙌🙌vai ser condenado agora a pena maior e deverá ser preso em sela comum, nada de privilégios...bandido comum e sem D, tanto dinheiro e num comprou um Diploma oh kkk la na ufpa é fácil e baratinho oh...😂😂😂 ",0
"Bem feito seu rato ",0
"Fachin Tmj, coloca este bandido na cadeia ",0
"Ate quando SENHOR vamos ter que Suportar noticias sobre (recursos) e mais (recursos) deste Criminoso IMORAL e COVARDE? NÃO SUPORTO MAIS VER OU OUVIR QUALQUER TIPO DE ASSUNTO AS OBRE ",0
"Condenação para esse pilantra ",0
"SOBRE ESTA PRAGA . FICO TÃO DESGASTADA COM MANCHETES SOBRE ESTE TIPO VIL, REPUGNANTE QUE ATÉ TECLO ANTES DE CONCLUIR MEU RACIOCÍNIO. AFFFFFFF ",0
"Vão amargar todos ,pois, Deus é justo. 🙌🙌🙌 ",0
"Verdade preso político.Armacao do Moro eda quadrilha dele ",0
"Não existem mais homens como antigamente,esses a arquiteram a prisão de Lula,não passam de uns frouxos! ",0
"Lula Livre Lula inocente moro chefe de quadrilha moro o povo que saber do Queiróz da Mariele ",0
"Sua hipocrisia, te cega cada vez mais. MALUCA! ",0
"Quem tiver duvida de que lula é um preso político é uma pessoa alienada, assim como quem considera Lula heroi. Nem uma coisa nem outra. Foi um presidente que criou alguns programas sociais, mas que ajudou muito mais os banqueiros, e Odebrecht, etc. Não sou tapada a ponto de achar lula um bandido nem de torna-lo um heroi. ",0
"Vcs sao doentes! ",0
"até cego ja viu que vocês não prestam 😡😡 ",0
"Só quero ver a cara de vocês, quando sairem dessa bolha. Hipócritas. ",0
"E TEM CEGO QUE NÃO VÊ QUE PURA ARMAÇÃO DESSES GOLPISTAS CANALHAS. ",0
"nunca era pra ter sido presso, esses canalha vão pagar nem que seja no inferno ",0
"Meu sonho é te ver na cadeia ",0
"Vai trabalhar trem a toa. ",0
"Ele é preso político pq ROUBOU na política.😠😠 😠 ",0
"Com certeza este governo de alienados e seus cúmplices sem falar de alguns de seus eleitores q estão vendo a sangria q virou o BRASIL E OS DEFENDE MEU NOJO NOJO E NOJO 😠😠😠🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 ",0
"Gleisi, vc é a pior coisa que nasceu no Paraná! ",0
"Lula so ..vai ganlha, matrícula na cadeia 😂 ",0
"Mula ",0
"Não entende bosta nenhuma e fica aí Lula livre vai comer pão com mortadela ",0
"Esses maldito destruíram o Brasil pra prender o Lula por ódio que a população estava cada dia mais em igualdade ",0
"Lula está em todos os rolos...já nasceu safado ",0
"Vai se tratar ",0
"Comeste bosta Gleice?! Kkkkkkkkk ",0
"Maldita safada vc vai pagar caro ainda ",0
"TVs queremos toda verdade: Descumpridor da Constituição/88 e mentiroso na cadeia Moro. INTERCEPT mostrou provando os atos ilícitos cometidos contra o estadista ímpar ex-presidente (Lula). Ate quando Bozó vai continuar acobertando o criminoso Moro? ",0
"Eu acho que deveria ter justiça de vdd e cancela essa eleição que só foi de fakes, mentiras e fazer uma eleição honesta pronto quero ver um debate entre Lula esse lixo ",0
"Lula é bandido muie bota isso nessa tua cabeça cheia de merda ",0
"Carniça nunca mais ",0
"Carniça nunca mais ",0
"As pessoas normais e que ainda têm capacidade de ver e entender o que está acontecendo ",0
"#carnicadosinfernos ninca mais ! Já Já jaula de novo!🤮🤮🤮🤮 ovo na cara é pouco dessa quadrilha! ",0
"Ela é uma piada pronta!! 😂😂😂😂 ",0
"Vc não tem nem coragem de por sua foto , vagabundo ",0
"Tem como ele voltar pra cadeia fazendo favor !? ",0
"Lula é só um criminoso CORRUPTO inelegível com duas cadeia no rabo. Ano que vem volta para cadeia o safado ",0
"Gleise, vc irrita d+ os robôs nazifascitas, eles só vivem aqui! Continue assim!! 👏👏👏👏👏 #morojuizladrão ",0
"BANDIDO PIOR DO QUE VOCÊ AINDA! ",0
"Só não entendo porque têm tto robô que defendem esse desgoverno atual na tua página,será que é para testar tua paciência ou porque não são alfabetizados.?? Têm que bloquear esses eleitores acéfalos que só faz defender milicianos. ",0
"Lula e o seu marido na cadeia sem vergonha!! ",0
"A maioria no Brasil e no mundo já sabe quem sãos os que deveriam estar na CADEIA , tem 🍊🍊🍊🍊🍊sobrando pra todos os lados e tem vaza a jato mostrando o marreco chefe do golpe ! Ou vcs fazem alguma coisa antes, ou estes pilantras criminosos vão prender o Lula de novo! Os advogados tem que agir antes , carta na manga ",0
"Não estão vendo isso não...estão vendo que o larápio devia voltar para a cadeia ",0
"Verdade hoje nos estamos libertos da maldade do demônio Lula liberto do engano ",0
"Numa pesquisa entre lula e moro... o moro dar de lavada ... deixe de ser mentirosa... o povo brasileiro cansou de ser enganado por vcs... aproveita ai deputada.. e fale do 13 do bolsa familia que tá sendo pago... dinheiro esse que ia pra pessoas que nao precisava... mais de 500 mil pessoas recebia sem precisar... nao seja hipoclita... o seu mandato so ta servindo pra atrapalhar o brasil... há... kd como é que ta o seu patrao depois da pena dele ter sido aumentada pra 17 anos? ",0
"Vc acredita mesmo no que fala? Se não acredita é apenas mentirosa. Se acredita é doente mental. ",0
"Que é o retardado....vem lulinha andar na ruas kkķkkk estou com 300 ovos pronto kkkk ",0
"Quanta mentira! Só loucos como vcs mesmo pra acreditarem. ",0
"Chora seus lixo, #CHORAMAIS #aceitaquedóiMenos KKKKKKK ",0
"Lula já era um pinguço CORRUPTO. Criminoso condenado. ",0
"Com os escândalos aparecendo da p vê Q o Lula é um bandidao mesmo 🤣🤣🤣🤣 ",0
"O miliciano mafioso está destruindo tudo e os alienados continuam defendendo esses pústulas!!!! ",0
"🤣🤣🤣🤣 Aham. Senta lá claudia. O molusco ta livre mas vive numa prisão. Não pode sair em público. Não pode ir num restaurante. Nao pode pegar um avião com o povão... Tá mais legal assim mesmo. Tá sofrendo na pela a prisão mental que ele se enfiou. ",0
"A única coisa que eu vi hj foi o vagabundo do filho dele sendo novamente investigado por roubar o povo, BANDIDOS ",0
"Tudo bem, vamos supor que ele seja inocente ? Com o novo benefício, muitos estão tendo a chance de responder em liberdade, a população fica como ?? 🤔 quantos vagabundos foram beneficiados?? ",0
"Se foram a Globo ou a Folha que fizeram a pesquisa, então é tudo mentira 😂😂😂😂 vem aqui fazer a tal pesquisa. Fé em Deus que ele voltará e ficará até o diabo lhe chamar. ",0
"Depois de Prenderlo em Segunda instancia Mudam como Camaleão os segundasinstanciaentendumento dos Bolsonaro Moro colegiados GOLPISTAS ",0
"Agora a meta é prender a família miliciana e de brinde o 🦆! ",0
"Moro Limpou Num Bumbum de Temer Aécio e Bolsonaro ",0
"@douglas_leonardo88 pergunta sobre o #fundoeleitoral pro seu patrão Miliciano Branco e racista 😂😂😂 👉 https://congressoemfoco.uol.com.br/economia/bolsonaro-justifica-aumento-do-fundo-eleitoral-nas-redes-sociais/ ",0
"Que tiro no pé essa “”liberdade”” do Vagabundo, agora ele não tem mais o vitimismo de preso político e onde vai e vaiado, sem falar da chuva de ovo... o povo acordou Dna, Gleisi, Lula e apenas um defunto putrefato! ",0
"Pirralha mesmo. Tá achando ruim? Você é pior que ela. Quem se curva ao globalismo é pior que merda de porco. ",0
"Agora ficou visível que @joicehasselmannoficial tá contra o @jairmessiasbolsonaro Bolsonaro. Postou até uma charge zoando com o PR. Isso que é ser ingrata, mas não ganha mais nem@pra síndica ",0
"@joicehasselmannoficial Antes eu tinha orgulho de vc Joyce mas hoje vejo q vc não passa de uma criança mimada q perdeu seu brinquedo , esse menina mimada q nunca soube o q a pobreza só vive ostentando pelo mundo , e vc faz questão de postar e sabe os ideias dela q não são de direita , posta sobre o décimo terceiro do bolsa família q foi liberado por @jairmessiasbolsonaro Bolsonaro aí invez de vc está fazendo picuinhas pq vc não postas suas coisas não a dos outros , o efeito Bolsonaro te elegeu e hoje vc acha q foi por seus méritos como os outros !!!! ",0
"Claro, e criança adolescente, mas tem postura de bruxa ",0
"Vc está postando essas coisas dessa pirralhada só pra denegrir a imagem do seu presidente, a maioria dos brasileiros nem sabem do que se trata, mas vc faz questão de causar polêmica, continuo dizendo, a opinião dos outros não faz a menor diferença pra mim e pra mais da metade dos brasileiros ",0
"Super PIRRALHA!! Parabéns Mito. ",0
"A pirralha acho que nem parou de mijar na cama ainda kkkkkk ",0
"Ela é uma pirralha e ridícula . Robozinho ",0
"Se nao tem o que vai dizer pronto ou seja ler é um desastre p os ideólogos vermelhos que a rodeiam...nao passa de uma pir ralha sem respeito e educação... ",0
"Até aí a revista exame elegeu o Rodrigo Maia personalidade do ano... Que merda né? Apoio o presidente quanto a pirralha... Só acho que a melhor coisa é ignorá-la... ",0
"Você é desprezível, coloca também que essa mesma revista elegeu Stalin e Hitlher personalidades do ano ! Sua lixo ! ",0
"Piralha ",0
"@joicehasselmannoficial você é ridícula. Acha que o povo é idiota ",0
"Nossa que coisa em uma menina de merda a personalidade do ano chora Joice pare de ser ridícula. ",0
"Infantil dê um jovem, nó Estado dó Rio de janeiro é piraliha no RS guria em MG muleque como em outras regiões qual maldade têm meste dialetos gramatical a ondem emcontraro agressão?... ",0
"Joice é triste ver uma pessoa como vc que tinha realmente futuro na política. Me parece que vc cortou os pulsos (suicídio politico) , como não morreu agora tenta tomar chumbinho. O que há com vc ? Parece que a sua vaidade está afetando o seu raciocínio, e esse papo de direita equilibrada, racional não cola, vc não percebe? Ser líder de um partido que vai quebrar e que antes do Bolsonaro não era nada. (Não tenho heróis policitos). ",0
"Vc e a Greta: duas oportunistas ",0
"Essa menina não tem família...desde pequena sendo induzida a falar bobagem ",0
"Essa menina tinha é que estar é estudando e não dando palpite errado. ",0
"Continua sendo uma pirralha ",0
"Personalidade do ano isso é uma vergonha essa pirralha só fala fala e mas nada ",0
"PIRRALHA🤣 ",0
"Pirralha sem noção 🤮 ",0
"Qualquer ser com um mínimo de intelectualidade pode falar sobre mudanças climáticas e impactos no mundo ainda mais com um discurso escrito previamente. Só mídia e papo furado, essa menina não sabe nem fazer um pão com ovo na chapa mas é personalidade do ano, fala sério! ",0
"Fala sério essa menina é uma fraude... a fundação Soros esta por trás disso. Nada no discurso dela me convence... é uma pirralha mesmo com um padrinho Bilionário querendo desmoralizar e barra o progresso dos países em desenvolvimento. ",0
"Essa PIRRALHA É MASSA DE MANOBRA E ponto final ",0
"Greta Thumberg é mesmo uma pirralha presunçosa, inconveniente e ignorante. Deveria é ir pra escola em vez de cabular aula pra salvar o mundo. ",0
"Moro em Portugal a anossssss, e todo esse MIMIMI brasileiro, pq o Presidente chamou GRETA de pirralha, não afetou a imprensa internacional. Eu acrescentaria: pirralha, chata e manipulada. A Europa vê essa adolescente, que esse ano não frequentou a escola ( para espanto da maioria), com certa desconfiança o que há por trás de tudo isso, quem financia viagens e o próprio sustento de GRETA e pais??? Pois os pais deixaram de trabalhar para acompanhar a ninfeta prodígio!!!! ",0
"Parabéns presidente,essa pirralha o que está fazendo aqui? Vai cuida do seu País pirralha. Sabemos que você é só fantoche. @joicehasselmannoficial você é a canalhice de pessoa Deputada. Você não mim representa. ",0
"Não tinha nada melhor pra postar senhora? Chega né. Ja basta essa imprensa brasileira lixo e vc vem dar crédito a outras internacionais e principalmente notícias tendenciosas. Para q tá feio. 🤮🤢 ",0
"Eu acho que o comenta do preside está correto, ele a chamou de pirralha no sentido do assunto ter recebido a atenção da mídia nacional, porém o brasileiro e tão idiota que estão dando a este assunto, até eu mesmo fazendo este comentário, uma importância tão grande que está atrapalhando o Brasil la fora, mais que o próprio comentário! ",0
"É incrível! Só se elegeu por causa do Bolsonaro e agora fica aí de mimimi.. E na boa, o presidente tem toda razão!! ",0
"O presidente tem toda razão é uma pirralha sim ! ",0
"Vc tá se fazendo de sonsa,vc sabe muito bem oque tá por trás da pirralha. ",0
"Essa menina é uma idiota mesmo ",0
"Pirralha ",0
"E as merdas que vocês estão fazendo, junto com o Supremo não conta!! Trabalhem pelo País, bando de pelego!! ",0
"eu so queria saber porque do divórcio do presidente que vc @joicehasselmannoficial babava ovo ! ",0
"Menininha sororizada, está ainda nas fraldas, Joyce sabe bem onde os caminhos que trilhamos nos levam. Acho desnecessário tanto ódio e caretas no discurso dessa mocinha. ",0
"Você acha mesmo que os investidores irão deixar de investir por que Bolsonaro chamou essa abestalhada de Pirralha?? ",0
"Pirralha pirralha pirralhaaaaaaaa... ",0
"É UMA PIRRALHA MESMO. ",0
"Você está se tornando persona não grata, igual sua amiguinha Greta... ",0
"Tem uma palavra para a mídia da destaque e está pirralha, medo do governo íntegro, sem roubalheira ! ",0
"Cara eu fico pensando! Como o brasileiro e burro. Uma menina que nao sei que é, fala do nosso pais do nosso presidente e ainda o próprio brasileiro da pra ela total razao. Eu pergunto? Ser qie ela sabe 1/3 dos nossos problemas sociais? ",0
"Aiii por favor, ela é uma pirralha mesmo.... ",0
"🤢🤢🤢sua bosta ",0
"Concordo com o presidente! Além de ser uma pirralha é um grande fantoche de uma potência econômica, cujos interesses nada tem de bonzinhos e ambientais! Sinto muito essa pseudo-ativista ser vista como grande personalidade! Quais foram suas realizações? Bolaonaro fala o que o povo está querendo falar...representa a voz da nação, sem essa m... de articulação política! O povo brasileiro já está com o saco na lua com o politicamente correto! ",0
"Joice, ele e realmente Boca Mole, fala Tudo que vem na Língua. Mas está Sueca, está a Serviço dos interesses de EUROPEUS, pela Riqueza do SILO da AMAZONIA, e estão extraindo na SURDINA, via ONGs, que sequer permitem que sejam Monitorados, apesar do TERRITÓRIO ser BRASILEIRO. Nos na EUROPA, eles permitiriam este Comportamento como IMIGRANTE.NAAAOOO NÉ. Defendam o BRASIL, o GOVERNANTE E EFÊMERO. ",0
"Nosso presidente tem toda razão pois essa pirralha é uma farsa a la Al Gore.......só os ignorantes que não percebem......🇧🇷🇧🇷🇧🇷🇧🇷 ",0
"Essa menina é louca!! Aff! ",0
"Pirralha escrota !!! ",0
"Falsiane Hasselmann ",0
"Boa a fala do presidente, parem de dar moral pra essa pirralha, inclusive a senhora deputada. ",0
"Quem é essa moçoila. Fez o que mesmo é porque mesmo? Existe tanta gente boa e que faz tanto ato de herói como um bombeiro outra pessoa mais essa menina só fez oque mesmo? ",0
"Nunca nem ouvi falar...pirralha q não sabe nada da vida... ",0
"Manda ela capinar uma roça e vai vc tbm ",0
"Cala a boca sua pirralha !!! 💩💩💩 ",0
"@joicehasselmannoficial F A L I D A ! ! !👎 ",0
"Essa greta tem que caçar o que fazer. Não sabe nada da vida. É todo.mundo fica dando corda ao discurso politicamente correto. Deixa ela passar um tempo na Amazônia pra ela ver o que é bom. O povo tem que entender que a natureza é soberana e cíclica. O homem só muda o seu nicho e não todo o planeta. ",0
"Não estamos nem aí para a opinião dessa PIRRALHA!!!! ",0
"Mas ela não passa de uma pirralha, nascida em berço de ouro e patrocinada por pessoa mal intencionadas. Só não vê quem não pesquisa ",0
"Ela é uma pirralha mesmo querendo se aparecer... ",0
"Garotinha bode expiatório ridícula ",0
"Da pra respeitar algum lugar que considere essa pirralha relevante ou de espaço pra ela ? ",0
"Para de da ibope pra essa figura ",0
"Mas é uma pirralha mesmo. Sair por aí em defesa do meio ambiente naquele barco com todo conforto até eu iria. É óbvio que ela não está sozinha nessa. Tem muitos adultos nos bastidores, muito bem intencionados. Fato! ",0
"GRANDE BOSTA! ",0
"Sem noção ",0
"Essa menina foi usada, aproveitaram a doença dela que deu um dom da fala, ela devia colocar a mão na massa, juntar um grupo de jovens e limpar rios, praias, não vou pela emoção vou pela razão, o pivô tá mais é com dó, ela é uma pirralha mesmo, isto não é ofensa, não ajudou em nada com sua falinha. ",0
"Grande porcaria...Até Ritle e Stalin já fizeram parte desse time! ",0
"VÁ TRABALHAR MINHA SENHORA, PROPAGANDA NÃO LHE CAI BEM.... ",0
"FEINHA, CHATA, BABAQUINHA, CRIANÇA FORÇADA A ADULTA, RIDÍCULA... ",0
"Essa mocinha tem que se preocupar com a fome na África, a mutilação de mulheres na África e com mortes de cristãos na África e Oriente e parar de nos encher o saco, e vc Joice pare de dar ibope pra essa mocinha e de indiretamente atacar a fala do presidente. ",0
"LA GRETA QUE LA PARIU ",0
"Tá bom do Brasil parar de dar ibope pra essa guria, já encheu o saco, o mundo em vez de se preocupar com os seus proprios problemas ficam com os olhos virado para o subsolo da NOSSA Amazônia, e os bobos daqui enchendo a bola dela, parem com isso, a menina tem dinheiro e com certeza ganha rios de dinheiro para nos encher o saco, temos que deixar ela falando sozinha, logo o mundo se esquecerá dela. ",0
"Foda-se. ",0
"Q bosta ",0
"Que merda , outra postagem . Joice tá ridícula ",0
"À imprensa podre elegeu .. pq é uma pirralha doutrinada .. parece até uma pessoa doente .. coitada .. usam a criatura .. as falas são devoradas .. lamentável 🤮 ",0
"Sim , uma pirralha! ",0
"Que podre!!!!!@joicehasselmannoficial cada dia se afunda mais... sai enquanto é tempo. Para que está horrível. ",0
"Ela é uma pirralha mesmo. ",0
"Tomei nojo! ",0
"Pirralha é pouco é uma idiota ",0
"Não estou nem um pouco preocupado com a Greta, vão procurar o que fazer, parem de lacrar na fala dias outros, vão trabalhar. greta pra mim é o espaço entre dois objetos. Nada mais quer isso ",0
"Só foi eleita porque apoiou o Bolsonaro. Vai caçar o que fazer!!! ",0
"Pirralha ",0
"Vai aprender a limpar a bunda pirralha kkk ",0
"Ridícula essa Greta..... ",0
"Num mundo ,Onde uma menina manipulada vira marionete ,na mão de pessoas com terceiras intenções , não tem muito que discutir. ",0
"Afff pirralha ",0
"Esta Greta , só quer boa vida , só luxo e mordomias !! ",0
"Menina stressada , postagem desnecessária. Vc quer dar Ibope pra tirar a razão do presidente. Bjsss ",0
"Joice, vc ta pior que a pirralha ",0
"Ridicula ",0
"Está pirralha deveria se preocupar com a fome na África e mundo 🌍 ",0
"Pirralha 😂😂😂 não sabe de nada, e essas postagens dela são assessoradas por pessoas que estão patrocinando essa pirralha. Ela não sabe nem onde fica o Brasil. Pelo amor Deus! 😂😂😂 ",0
"Se o patrão falou que é pirralha tá falado. ",0
"Essa pirralha quer que todos façam pela preservação do planeta para que ela e outros como ela possam usufruir dos recursos tranquilamente. Baita hipócrita. O presidente ta mais do que certo e vc deputada: vá trabalhar pelo país que a elegeu ! ",0
"Ainda da audiencia para essa pessoinha..galera vamos deixar de seguir essa senadorinha..mto ridiculo os post dela ",0
"Vc só foi eleita pq colou no Bolsonaro poderia ter um pouquinho de lealdade...só um pouquinho... ",0
"Joice já foi melhor !! Uma pena tá parecendo a Globo agora !! ",0
"@joicehasselmannoficial, a menina é uma PIRRALHA criada por adultos que tem interesse. É concordo com meu PR BOLSONARO... ",0
"Continua pirralha ! ",0
"Vc e Greta podia fazer uma dupla safaneja( Greta e Ingragrata) com a musica de lançamento Burrici pouca é bobagem ",0
"Pirralha e ê pirralha mesmo ",0
"joice nao paga de palhaça ",0
"Agora tu ataca né,quando queria se promover pela fé, vc é uma nojenta ",0
"@gretathunberg lixo humano financiada por petróleo de países que tem ditador e o povo vive na guerra ou na miséria ",0
"É a Pirralha sim!!!!! ",0
"Pirralha e ridicula ",0
"Menina chata do caralho! Se for seguir o que ela diz teríamos bilhões de desempregados passando fome, as pessoas não tem noção, abram o leque e enxerguem além, a vida real é dura! ",0
"Cada dia pego mais nojo dessa Joyce, vai trabalhar ao invés de ficar tentando denegrir a imagem do presidente ",0
"O que mais eu me admiro é ver, primeiro, organizadores de eventos mundiais importantes dar voz a uma menina de 16 anos, e também, a imprensa mundial divulgar e comparar uma pirralha com um presidente da república eleito pelo povo. Falta de ter o que fazer mesmo. Pirralha, cresça, estude, crie/faça alguma coisa de útil, depois pode cobrar alguma coisa. ",0
"Pirralha mesmo!!! Tô com presidente! Ele é sincero!! A cara dele não mudou! ",0
"Como vc é em @joicehasselmannoficial mais do mesmo... Vc está dando nojo já... Que podre! ",0
"Quantos idiotas votaram? Guria de manobra política. Deveria estar no colégio e fazendo coisas da idade dela e sendo usada por tantos picaretas... ",0
"Piada essa Guria aí ",0
"Menina triste... Muito estranha... O dia que ela sorri, vai ser notícia mundial 🌍 BOLSONARO tem toda razão!!! ",0
"Garotinha mimada riquinhabque não tem o que fazer da vida sedentária e vazia dela e acha que falar mal do nosso País seria divertido garota idiota filho há de papai desocupada ",0
"Deputada para com isso admiro seu trabalho mas essa menina tem q parar com isso muita pessoas dando moral a essa garota q se faz de Santa acho q vc esta ao lado dela ... Sou fã da senhora mas não juga o presidente não ",0
"Esta pirralha não sabe nada.Estao fabricando está idiota. Estão desesperados por tudo.B38 ",0
"Essa pirralha fala muito e não faz nada.... Só quer aparecer ",0
