comments,classe
"¡Paren esto, traidores! 602 ilegales subsaharianos entran en Ceuta tras un violento salto masivo a... https://t.co/GEJNO2XZaM https://t.co/r7hggQ20pY",1
¿se sentirá alguien libre de llamarme puta por enseñar un pezón?,1
@YXXVXGV Cállate perra ascerosa,1
Hay que sacar a patadas a los judios de territorio Arabe Palestino!!!urgente https://t.co/vTCoJClU8U,1
"@MarioJuarezR Cállate perra, es un rolon! Perdón por no poner tweets todos emos 😡",1
"Puta mereces ser venezolana ,por tu vida pasada de excesos con la britni y la linsy. https://t.co/YFXDUTBvSu",1
Más de 40.000 invasores negros africanos se preparan para invadir España en los próximos meses. Sólo el uso contundente de armas en las fronteras españolas podrá detener y revertir este efecto llamada creado por el gobierno de Pedro Sánchez. https://t.co/KZisJkW3P8,1
"no me importa, cállate zorra quita novias",1
@aguandradaa callate una vez q toy feliz lo quiero compartir china puta,1
Cada quién se ofende de lo que quiere y por eso es absurdo sancionar el lenguaje ofensivo. A mí la neta me viene valiendo dos héctareas de...si me dicen “pinche güerito” pero que justifiquen que eso está bien porque otros güeros en otra época y lugar fueron unos OGTs pffffft! https://t.co/ab1W0rV8Uz,1
Lo bueno es que me dijo gracias y no callate puta como siempre 😰,1
@ERROR14501 @BIZARROMAN09 Callate perra y no,1
"@RSaladb94 Estoy en mi pueblo. La Castilla profunda. No todos tenemos la suerte de pueblo grande como tu, ZORRA",1
Lisa agradece que tenes un dueño con corazón porque te mereces que te ahorque perra hdp😡,1
"@GladysP53066784 @lilianasirne @AmericaTV Callate la boca, tilinga perra frígida castrada.",1
Debería sacar un libro donde se cuente todas las veces que me han deseado la muerte por tonterías. (Esta puta payasa me deseo la muerte dos veces por un puto dibujo de mierda.Para echarse a reír.) https://t.co/jD7uY0cUMq,1
"@riveraingrith @sofiaamtz5 JAJAJAJAJAJAJAJA ya sé, pero tú eres una perra, yo soy bien buena y Sofía se aprovecha de mi nobleza",1
Lo tuyo y lo mio no es oficial pero tu no eres cualquier puta tu eres especial.,1
Puta es puta y se trata como puta mujer es mujer y se trata como mujer😴💪,1
el indocumentado marica donde está? https://t.co/2lvCsBucAw,1
"Permuto 256 millones de dolares por 21.000 bolivianos indocumentados que pululan por las calles argentinas, haciendo piquetes, manteros, narcos y planeros. https://t.co/wSxqdNNNgf",1
@AyleenDuarte Callate vos que me mandaste al frente zorra jajajajajajajja,1
"""Es acojonante ver en la tele y en la prensa al supuesto representante del """"Sindicato de manteros"""". O sea, unos indocumentados ilegales, con su orden de expulsión y tal... que no pagan impuestos, que joder a los comerciantes legales... Y tienen hasta un sindicato? #FelizLunes""",1
"No estas mal solo por mi, otras cosas también te tienen mal' 'viste, te digo que te calles y seguis' 'gran puta, estas loca vos' jajajajajaja basta https://t.co/Bft6X7ZQpe",1
"@NereeAilen Cállate, vos porque sos mas zorra que la china Suárez",1
Trump urge al Congreso aprobar recursos para construir el muro “más rápido”. Pues que contraten mexicanos indocumentados para levantarlo... y al final que los deporten.,1
@gonzozaqw @_piturros tu callate un mes perra,1
no me va a dar rabia porque me di la inyección callate estúpida no me muerdas vos que sos perra https://t.co/VetY24HKjG,1
@Rayados Cállate a la verga pinche puerca tú eres Tigres puta,1
Jajajaja cállate perra 😂❤️😂😂😂 https://t.co/vxFQGusOBh,1
Nas ganas de andar en modo arabé para hacerlos volar a todos,1
PERO CALLATE PUTA @Mausagus te amo,1
Putos moros y negros que vienen a invadir España!!! https://t.co/01Ol8Te5cK,1
"Hay q luchar contra la inmigración ilegal y enseñar los dientes a este gobierno q nos quiere urdir en la miseria , como siempre . Soy sonifobo , pues no ! Pero empiezo a pensar en ello .",1
@mignonescabio zorra hija de puta no mereces bibir!,1
"@Coni_Donnetta Callate pedazo de puta yo se que me extrañas, no te hagas la dura",1
"que no¿? por que eres tan puta zorra mentirosa¿ cualquier user chica es mas juguetona que tu, puta monja — Bueno, suele pasar yo no busco ser juguetona ^^ https://t.co/k8D4HmBwzb",1
"@MXDXDXXBLX @bvtryed Cállate, es mi mejor amigo, zorra",1
"Ay una chica es mi salon que es muy puta, y acabo de pelear con ella en chat pero no me quiero pasar. Acá en twitter si la puedo insultar ya que nunca lo verá LA CONCHA DE TU MADRE ESPERO TE MUERAS HIJA DE PUTA (mentiras, no soy tan mala, pero se lo merece).",1
"@sexbrake Eso no vale, dice una virgen y tu eres una puta barata que lo se yo eh, no me engañes. Si eso pilla a Pablo que además te agredecerá el sacrificio (?)",1
"""Si mi abuelo aún siguiera vivo, su mejor comentario para mí sería """"Pinche Güera""""""",1
@VPaolacci Jajaj cállate puta anda a depilarte,1
Dice mi mejor amiga que te calles puta,1
@TNFamosos Uy pero que cochino el que acoso a la fea está. No se le cree nada a la imbécil está maju creo se llama. Un asco y mentirosa la mina,1
"@pnique Inmigrante motorizado,eres una rata de cloaca.",1
@mxnredrose Callate perra que te extraño,1
"@IaaraaSilva Callate, puta. Sos mas vueltera para dormir.",1
@__rpl21 😂 tú eres mi perra https://t.co/OiBg2bv3Kp,1
Por eso todos nos odian. Nos vamos a ganar una fama de choros así como los árabes de terroristas jhajasja t.t,1
@sadnesscox Cállate un rato zorra quema,1
Bueno callate esos dedos perra https://t.co/SanYHqwxTi,1
Emily aprovecha a no tu eres muy puta :v jajajajjaja https://t.co/7S63NwxqBq,1
"Dos marroquíes y un filipino, puñalada incluida, todo esto en el Rabal ( Barcelona ) los vecinos piden más presencia policial, digo yo, no será mejor pedir menos presencia de inmigrantes ?",1
"#CARMENA EN 2005 ABSOLVIÓ A VIOLADOR NEGRO D UN NIÑO 12 AÑOS 👉 #MADRILEÑOS.... 👉#POLÍTICA #Inmigración #Ilegal 👇 “Manuela Carmena dice q los madrileños quieren acoger a los refugiados, porque Madrid es la ciudad del abrazo”. ESTÁIS SEGUROS DE Q ESTÁIS SEGUROS? 👀",1
@LuceroAndraade Nany tú eres bien perra básica,1
"Verga, puta, cállate ya https://t.co/HNdpuMPELr",1
Y cuando llega y me destroza él dice: te lo mereces por puta. 🤗 No dejes de someterme cielo. #enamorada #minovioesgenial https://t.co/6ue18QOg8e,1
@davidpepi00 Cállate perra que estás igual,1
"Podría confirmar alguien la prohibición o no en un colegio de Tarrasa de comer bocadillos de jamón, mortadela o chorizo por presiones de los putos moros?",1
La inteligencia norteamericana advierte de una invasión inminente de 100.000 subsaharianos #ELECCIONESGENERALESYA #ELECCIONESYA #SanchezDimision #SanchezVeteYa  #dedazossánchez #SanchezPresidenteNOelecto  https://t.co/J3K3ve9pql,1
"@electindiana320 Es mierda licuada de perro, por que tu eres una perra no puede ser tuya. Si waaaa?",1
"Atención por que ⁦@sanchezcastejon⁩ no solo quiere acoger a los moromierdas que entran ilegalmente, ahora se quiere traer a toda la familia. La casita, paguita, sanidad, etc, lo vamos a pagar Vd, yo, todos los que lean esto y los que no. #ASCO  https://t.co/7x6TTQq0M8",1
@pepecardozo249 no te deseaba ningún mal pero necio con los pendejos de @AZaldivar_  @eduardochof19. Entonces que te corran a chingar a tu sudaca madre,1
"Vuelvan ahre quiero un novio asi, mi novia es una zorra y estoy enojada asi que quiero uno asi ahr mentira https://t.co/hi5JPVcgs2",1
"""Digamos un suponer, si yo me pongo cerca de la Valla de Ceuta y le tiro piedras o similar a los """"inmigrantes"""" que en su intento de entrar ilegalmente en España agreden a los guardias civiles con distintos ácidos, cal viva, etc. Yo sería impune???""",1
"@jotavicio Jajajajaja, yo sé que tú eres la perra pero en está ocasión hablaba de tu hermana.",1
#ChileParaLosChilenos fuera la escoria inmigrante! @sebastianpinera traidor vende patria,1
@C5N Hija de re mil puta!!!!!!!!!!!! Ya te va llegar lo que te mereces 😡😡😡,1
@Pushsy_Herem @April_Gamer *.* me podes enseñar de como miércoles dibujas tan bien? Enseñame chamaca perra Ahre esta emosho uwu,1
Nunca confíes en el gordito güero orejon &gt :(,1
"@pablocasado_ saludando a gente que ha entrado de forma ilegal, indocumentados que vete a saber de dónde llegan, vete a saber si alguno de ellos es un genocida o miembro de algún grupo terrorista, sin control sanitario.... Pero voy a saludarles porque mis complejos y tal... https://t.co/XR7KKTVlLy",1
@tresaaad Te lo mereces perra asquerosa,1
"@doloopelozo Cállate puta. No me doy cuenta, no me da",1
@soyMelinna_2013 maldita tu eres puta o das el culo gratis o aceptas cesta ticket,1
"Lo peor que puede hacer un país es darle carta abierta a los inmigrantes. Perú se la puso fácil a muchos delincuentes, sin tanto trámite, visas para todos. Más control, más respeto y aceptación para todos.",1
Aquí podemos ver a un subsahariano (negro) azotando a un turista con la hebilla del cinturón. ¿Que dirían los medios de comunicación si hubiera sido al revés.  https://t.co/hWbdXKgrHn,1
Esta chica es más puta' mi mama 😂😂😂,1
"JAJAJAJA te lo mereces, perra https://t.co/c8Eo4ctpWw",1
@VicttoriaBianca Cállate puta que voy a ir ese día y te va a caber,1
Menudo ostión que se lleva el moromierda. 😂😂 https://t.co/zSNAjjBvPQ,1
-NO compres a los manteros. -NO pagan impuestos. -SE acercan de forma intimidatoria. -PUEDEN llegar a ser muy violentos. -DESTRUYEN nuestros comercios. -VENDEN productos de mala calidad. -ESTÁN indocumentados en gran parte. -LA deportación es la única salida.,1
@bianlandaida_ @DelffiSalinas QUE ZORRA TE MERECES LA MUERTE,1
"@HimeNoSex Con mi verga te enseñaré lo que es ser una puta de verdad sin valor,que solo piense en chupar vergas y beber semen espeso y caliente",1
""" si no hay chicas mañana saldremos a violar jóvenes de aquí...(hahaha) esto no es un comentario de la """"manada"""" . Es un comentario en un CiE de inmigrantes que han saltado ilegalmente la valla.  Ver este video https://t.co/D4gBiFQeIl https://t.co/YLVsifVEai""",1
@MariaFPaternina Tu eres divina y perra también JAJAJAJAJJAAJA,1
@RodrigoReveco Cállate zorra,1
@Camilamelillan callate zorra me amas,1
@PilarBenitoG Cállate perra tú no estuviste ahí,1
@maitezamora4 Callate zorra si a vos te gusta estar con todos,1
Estos son los niveles de maldad de un malandro venezolano. Por esa razón apoyo las protestas en contra de la inmigración masiva de venezolanos. Se requiere un control. https://t.co/8X4M7o7y65,1
@AFDLP Bueno pues entonces en vez de olvidar repetiremos una vez más: 'mi novia es del sevilla y es una puta más!!!' #minoviaesdelsevillayesunaputamas @AntonioAdan13 todo nuestro apoyo!!!,1
"La inteligencia norteamericana advierte de una invasión inminente de 100.000 subsaharianos y Pedrito sigue en la playita cantando: Un rayo de sol oh,oh,oh... https://t.co/lOhuzy5pwx",1
"LA BARCELONA DE LA COLAU, ESTAN HACIENDO DE ESTA CIUDAD UNA ZONA INVIVIBLE, ENTRE MOROS, Y DELINCUENTES....Y SIGUE DEFENDIENDO LA INMIGRACIÓN INCOTROLADA  https://t.co/Eap7PKRMA3 https://t.co/Eap7PKRMA3",1
"@luz_darks wall-e me conmovio , tu eres una perra gelida.",1
"Enseñar Tampax llenos de sangre en una red social no es ir de moderna, es de ser una guarra fracasada de la vida sin vergüenza alguna, hijas de puta.",1
"@Ryogure @Papelicioso Esa zorra se merecia todo lo que le pasò. De hecho, en la parte del juego donde tenes una cita con una de las dos, a mi me aparecio Tifa. Chere: playing otomes even if it's not an otome.",1
Manda a casa el libro y a los refugiados... 2x1 https://t.co/MyqVT7kT8m,1
@AlexiaBiava Jajajajajaj zorra imbecil mi idola,1
"@mimendalirenda @_SantosTrinidad Las hijas de puta no son conscientes que se les va a acabar enseñar las tetas en capillas/mezquitas, robar desnudas niños Jesús, procesiones del PUTO COÑO.....",1
600 subsaharianos atacan en España a las fuerzas armadas. Italia debe abrir sus barreras https://t.co/LvklxEAJ2L,1
@pauvillarreal9 Callate cara d perra,1
"@pimpiruleta cállate, puta herniosa que estás chocheando ya con la ciática jajjaa te jode? ME ALEGRO jajaj jódete jajajajaja JÓDETE me oyes? JÓDETE JAJAJAJAJAJAJAJA este es mi regalo de Santa jajajajaj jódete jajajajaj te duele? malegro, debería dolerte m",1
"Con todo lo que esta entrando por la valla de Ceuta y Melilla, le recuerdo NO llaman a la puerta ni piden por favor entrar. Vienen a invadir e intentar destruirnos y aniquilar nuestra sociedad ayudado por los pijos progres #DimisionInutilMarlaska https://t.co/ywwaPoZ2pw",1
@laurabozzo Callate la boca vieja loca ven lame mi axila perra,1
@qweenbellaC callate de una vez perra en celo,1
"@birarxs nono claro que no, callate q mientras tenga alcohol vos tragas perra",1
@timethyheller Kyc el ocico Si es ridiculo pero te lo mereces pinche zorra >:D,1
"Todas las mujeres son fuertes' Dicen las que lloran porque un tipo gordo en una pantalla la llamo puta, pero dejando eso de lado, hay que ser muy rastrera para usar las violaciones y el maltrato para ganar en un tema donde no tienen nada que ver. https://t.co/lYFKpUFStn",1
"Lo siento por los inmigrantes pero la mayoría tienen que ser repatriados a sus tierras, a sus países. No se les puede dejar morir en el mar, pero en cuanto estén fuertes hacia su casa de nuevo. Mayores y menores. No podemos asumir los problemas sociales de otros países",1
@CamiiTeran Callate y ponete a estudiar zorra,1
@NeksTeAmoBebe Te pones bien cachonda hija de tu puta madre ahkkkk Te amo maaaaaaaaaas Ya lo sabia ahk Y tu eres mi puta favoritaaaaa <33333333,1
"Las becas son para los morenos, si eres güero, seguro nomás es que eres amarrado.",1
@_FernandaCaso No mereces mi amistadabputa perra olvidadora,1
Los putos #MoroMierdas envenenan a los perros y exigen su prohibición. Mi perro es más limpio que cualquier piojoso de estos  https://t.co/s7p45pNKxk https://t.co/CPExSO5AI1,1
"hay santi el no se la robo. ella se fue encantada, ya para de llorar por esa zorra que ni se lo merecia #CaerEnTentacion",1
Hay una gran cantidad que no  son refugiados los cuales entran con otros intereses. https://t.co/zYNIUJGOZy,1
@booty_celli zorra CALLATE te mato,1
Ya pinché puta cállate!,1
"Muy brava,te rompen tu madre y te escondes en la falda de tu madre, pero para andar de zorra si muy grandecita ¿no? Pobre chiquilla pendeja !",1
@Natjiusshka @vacomotrompada @Centrojas Cállate puta lesbiana peronista,1
ES AGUACATE MALDITOS SUDACAS,1
Lo más que me gusta es que tú eres bien puta y te trepas a la cama con retros,1
"@Agstinaramos5 Cállate, vos porque ya estás casada maldita perra",1
@nahimachoura @SanCadilla Ya cállate pinche perra.,1
la pedroche que buena está y que feminista es pero la chica de tu barrio que lleva escote y falda pa salir de fiesta es una guarra,1
"@NatachaJaitt @ulisesjaitt @MarceloPolino Como no te mato por hija de puta y por puta provocadora , perra , mereces la muerte sucia HDP",1
Los arabes implementaron esclavizacion de tanto blancos como negros antes de los imperios coloniales https://t.co/LaABdgqSZx,1
"""Alqatie significa """"la manada"""" en árabe. Es lo que en La Tribuna de Cartagena hemos denominado como """"La manada de Alá"""". Y es que en España, que repetimos es refugio de mucha escoria dada la justicia tan patética que tenemos, hay manadas árabes. A continuación se las detallamos:""",1
@robertfelixrodz @agria_ @Mellowshyt Psss hoy vamos y como tu eres una puta te voy a regalar un trago,1
@Maayymartinez vos sos la zorra callate mayra n te banco,1
"@DaniBalmaceda98 Cállate perra, nunca más nos juntamos (?",1
@chemoide33 Pero la mujer es igual de puta que el porque lo sabia y no dijo nada ojala les pase lo mismo con su hija aver que les parece,1
"Los gringos ya nos descubrieron!!!!!!! Saben que mandamos indocumentados a Arizona, Texas y California con el fin de colonizar y recuperar esos territorios F%U%#C%&amp;$K",1
@SilvanaGiudici @PatoBullrich CALLATE GORDA PUTA CONCHA SUCIA MAL TEÑIDA,1
@VMM2806 Callate estoy en depresión estoy llorando pinche zorra,1
"Y yo atorado en el tráfico, claramente tu eres la perra de esta relación. https://t.co/2CaxQqwHqQ",1
@mlagvaz callate guarra,1
Eres una perra patética. Tu coño apesta y tu cabeza es wack. Estás enojado porque le diste la cabeza y te dejó perra,1
"Hoy mi hermana me dijo: ' Ya callate perra latosa' (tiene 6 años), ya no se que esperar de este mundo...",1
@iqrogue callate pinche perra tragacroquetas,1
"@garciabecerril Cállate perra, hasta el casino te controla",1
"@martini_nezz Obvio, que intentas hacer ahí una 1314 y no te ha salido, a quien le preguntes sabe que tú eres la zorra",1
@PPatriciamh @SUKOICRIOLLO Callate puta. A esa mierda la insulto cuando me da la gana. Y suerte que este podrido porque se lo samparia en la cara,1
Cuando decís que una mujer es guarra en la cama me la imagino lanzádoos caca y haciendo pis en vuestra cara y me río mucho.,1
"Las migraciones no deben coordinarse, deben RECHAZARSE. Europa no necesita inmigración, necesita que todos los inmigrantes, sus hijos y nietos nacidos aquí, se LARGUEN. No son bienvenidos.",1
@Andrea_Mush Mami ellas son pendejas tú eres fabulosa (léase en tono de soy bien perra),1
@bangtancitos si pero callate zorra,1
@antu_cerevin @BornetVane Callate perra jajajajajajajajajaja,1
@MeelFernandez8 Jajajajajaja lpm Callate que vos sos la zorra número 1,1
@TopisimaYo @PadreJosePalmar CALLATE perra muérete de hambre !!!,1
Yo tengo un pana que su novia es tan puta que en vez de ponerse condones antes de chingar debería tomar antibióticos.,1
"@Gaoh1 -Me voy antes de que Joey empiece a llamarnos zorras a todos. -Cállate, zorra!",1
@pedrons97 Jajajaj si we tu eres bien perra chismosa,1
"¿Ha subido una foto suya enseñando un poco su cuerpo? Qué forma de denigrar a la mujer, y encima no me la follaré jamás, puta asquerosa....",1
"-Veis chicas? Nunca hay que tener piedad con estas putas. Hay que educarlas en todo momento y enseñarles para lo que sirven: para nuestra diversión. Le voy a reventar su culo de puta mientras te lo come, y por su bien, espero que se esfuerce o no podrá se",1
"@MarisaGlave callate perra de mierda... anda preparando tus maletas, te vas presa junto con la ratera villaran, la otra ratera heredia y la terruca veronika mendoza.... NADIE TE CREE..sigues con el floro de la matanza y secuentros?? jajajaja lo mismo que ",1
"Me caga la pinche gente que por ser güeros, se creen un chingo ¿O ustedes que opinan, ponches prietos?",1
@xiuvoice CÁLLATE ZORRA,1
"Negros y árabes aquí en UK, son una desgracia https://t.co/xM35d5JDxp",1
"@PatriaPreciosa Tal vez gege no te responda pero yo si , callate maldita perra acomplejada lambucia miserable",1
"A la luz de los acontecimientos, Casado visitará a quiénes ponen en peligro la familia tradicional en Chueca, después de haber visitado a los inmigrantes que nos invaden y a los etarras que nos matan. #MásterDeHipocresía #PabloCasado",1
"Los taxista de Barcelona dañan al turismo, los inmigrantes subsaharianos que saltan en las playas  No. Telecinco y otros ¡ panda de capullos ! .",1
@FacuGajardoBRC Callate zorra crema,1
@Romang0920 Y tu eres una puta,1
@eloyalvidrez10 Tu eres mi lady zorra barata,1
Oye viste lo de Sampa... -Cállate zorra te ganamos 9-0,1
Indocumentados sin salarios sin horarios vuelven los chicos del barrio,1
@manuel70m @elhijod50580766 Qué pasó Manolo! Ya Dile al sudaca ese que mande unos kilos,1
"Plot twist: Chat Noir: Tú eres mi mejor amiga, perra desalmada. Ladybug: ¿Qué? Chat Noir: Perdón, me alteré. #MiraculousLadybug",1
@BrotherDroiid @Snowknight9 Pero si tu eres Igual de perra Y rata Haci que no vengas a hablar maldita dejenerada >:v,1
"Le Pen pide a España que expulse a todos los inmigrantes ilegales: Debe actuar como Italia o Australia"""" https://t.co/1H68z6mPVJ""",1
#YuriIsOverParty @OficialYuri te lo merecias muchisimo zorra https://t.co/VGRnNyWa8s,1
"Tú... tú eres una puta, una puta una puta y una putaaaaaaa.",1
"@ValeriaGV0222 @ibaewhore Oye oye, le enseñaré esto a mi mamá, perra",1
@iAmGuillin @laimarie30 *Entra Héctor El Father al chat* ¡Si tú eres una perra pues yo soy más perro! y que se joda. 😂,1
@AnaMari54039993 @anthony_j17 @Lenin Cállate perra igual entendiste el mensaje anda a pintarte las uñas y hablar de maquillajes perra,1
@FioreSalo Callate vs puta,1
"@Tabatajalilreal @Azteca @AztecaTrece Putabata, me paras la verga bien rico, te quiero culiar y venirme en tu cara de zorra😍",1
Por qué las mujeres tienen el agujero del culo y el del coño tan juntos?Para poder agarrarlas como un pack de cerveza.,1
@laurg46 @mxnicagb1997 @WaitaSR @NatuLoveYou Mereces la muerte zorra JAJAJAJAJA,1
"@LaMananaTVE ¡Se quejan de los manteros, ¿Como se va a solucionar? :los autónomos asfixiados, los vecinos en plan de guerra, suciedad, mala imagen y esto no es de ahora, mucho bla, bla bla, pero sin soluciones¿Los refugiados los sueltan despues de X días? Para seguir aumentado",1
@AdvyStyles Callate maldita zorra descerebrada puta come pollas chupa pollas insecto mierdata regenerada maldita hija de mil putas mierdas gay infierno caca espantoso cara podrida cabello de mierda maricona de mierda pedaso de puta estupido carajo mierda ,1
Hoy me encontré a una persona que es de origen mexicano que no habla español (hasta aquí todo bien) pero ¿QUE NO HAYA NACIDO AQUÍ? ¿QUE SE HAYA VENIDO DE MOJADO DESDE MEXICO Y SEA INDOCUMENTADO Y NO HABLÉ ESPAÑOL? NO ME JODAS MALDITO QUE TIENE CARA DE VENDER TAMALES EN PUEBLA,1
@mujerlunabella Para que la negra si tú eres bien puta no hagas promoción pa mi que lo único que quieres es un pinché trío,1
"La Jornada: Trump: veleidad hostil https://t.co/OBdE7kfWJ7 TRUMP SE REFIRIÓ, EN ESTA OCACIÓN, A LOS INDOCUMENTADOS EN GENERAL. EN MÉXICO TAMBIEN TENEMOS CIENTOS O MILES DE DELINCUENTES MIGRANTES DE CENTROAMÉRICA, COMETIENDO DELITOS.",1
Malditos árabes que devolveram o Cazares!,1
"Vaya perla de sabiduría de esta gentuza: “No es tan malo que los refugiados musulmanes violen a las mujeres suecas, ya que es algo cultural en ellos” - Barbro Sörman (diputada socialista feminista. Fuente: https://t.co/RKQEJTNDRB",1
@giiiiiiil99 @maria94betis Si mi novia es sevillista es una puta mas eso ha cantado,1
Se quejan del 'acoso' y hacen este tipo de publicidad.... Y ahí van tu todas a 'provocar atracción masculina' https://t.co/btzgELFrn1,1
"@nanyfe @echarripablo1 Sabes que hija de puta?, te mereces que te pase a vos, que te agarre un gendarme enroscado, te vacie un gas pimienta en la cara, te manosee las tetas, el culo y la concha, y te tengan dos dias en cana mientras el juez allana tu domi",1
"@danielanatt Callate perra traicionera, encima q te cuento algo, ahora menos te cuento lo otro Habla con mi mano natalie",1
"Cuantos peruanos sin oportunidades de trabajo por que se la dan a un Veneco?El costo de vida es altísimo y los sueldos van por los suelos,alguien reparó en esto?Un inmigrante gana la mitad/menos que un ciudadano peruano y por ello nuestro trabajo ya no es remunerado como debe ser",1
@humorethan cállate la boca puta te odio,1
Rata güera piloteando terreneando,1
"@sofiaarranz_ @carmela_garcia_ Callate zorra, ya tengo suficientes enemigos.",1
La zorra de @laufer4 riéndose en la cara de mica mientras lloraba hay la tienen ala careta esa,1
@OficialYuri De hecho Dios vomita a los tibios. Y tu eres tibia. Hipócrita. Puta a escondidas. Doble moral. Ya estas vomitada https://t.co/noOHOXP11u,1
Un sirio-libanés narco-terrorista y un cretino colombiano indocumentado títere de Cuba... Este par de malditas piltrafas gobiernan en Venezuela... https://t.co/KMU1rscH5C,1
@yaniimansilla14 No seas puta y deja de enseñarle eso a la chica 😂😂,1
"@VilxSouvenir El de perra me luce pero tu eres tan perra que ni te agarra. Te quiero bebé, el proceso está siendo increíble, el siguiente paso es que yo te maquillaje, vas a quedar perfecta.",1
Putos moros violadores. https://t.co/zvr41M68xf,1
"@Conchetta9 Bien sabes que la inmigración a Europa de gente de origen árabe es un movimiento impulsado por Soros y los sionistas para crear caos ahí, en Europa.  Venganza ancestral de judíos contra vaticanos romanos (año 70 arrase de HieroSalem). Arrasar ahora el Vaticano. https://t.co/WXj499wA9D",1
@Milagrosfe Vos extrañas solo a tus amigas perra. Callate,1
"Algunos cuando un inmigrante hace cualquier cosilla: joder es que vaya plaga, son un peligro, FUERA ARRIBA ESPAÑA Esa misma gente cuando españoles violan en grupo a una chica: Seguro que fue violación? MIRA EL CASO DE LOS MOROS DE MIERDA",1
@aguscrisalidee @elisacarrio Callate negra puta. Segui choripaneando.,1
@lopezdoriga Tu eres la puta del gobierno y del @PRI_Nacional y no soy bot...,1
"pablo casado, tomando las  huellas dactilres de los negratas, por si se escapan. La cámara está entre los dedos índice y corazón... https://t.co/8K65F2r9D8",1
Un subfusil y me voy a la valla de Ceuta. O a Tractoria. No pasarán,1
@Andrefcarmona @ValeeJurado Tu eres una perra,1
Ya te dije que te calles puta prra sucia de panocha apestosa.,1
mi novia es una puta merienda😍🤯😛💦,1
"Te gustaría participar en una peli porno? buscamos tu perfil, una tia guarra con ojos bonitos y no muy guapa — Hostia, no te has esforzado mucho, sigue intentándolo https://t.co/A8pnVpXQhT",1
"@AlexaCamejo Cállate puta, si te encanta verme",1
Quiero vivir en suecia lastima que no soy un arabe de mierda :(,1
@wikitetas_culos Movimiento SEMEN apoya esas tetas. Un RT para difundir la campaña!,1
@troncomachin Que te calles puta de mierda https://t.co/65oVOwG1by,1
@AriiSayago Ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj,1
@AgusssLarrosa callate perra q t haces llamar mejor amiga zorra del orto aprende a escribir chau,1
"bitch, tu eres la perra' atte reb",1
"@ValencianosHoy @DrodriguezVen Delci es una puta,pero tu eres una prepago de 5 pesos piaso mierda",1
@JDanceInTheDark no puta levanta tu coño puta busca trabajo puta consigue un negocio puta chupa una polla puta,1
"Qué asco y repulsa me levantan los jefes árabes, sus pajas mentales y su machismo rancio..  Arabia Saudita condena a una mujer a dos años de cárcel por abrazar a un cantante https://t.co/FMRBEiajJz",1
@Sketchshanice Que te calles puta sadboy de los cojones,1
Sos una malparida no mereces ser feliz puta puta puta,1
"@AgosBlanco13 Te cabe, no te lo mereces por zorra",1
"@ingridcoronado Cállate perra, Recalentado los que se echan los directivos de TV Azteca cada que te la pasas brincando de verga en verga, por eso dejaste a Fernando, porque te encanta la puteria",1
Los manteros subsaharianos corren a sillazos a la Policía https://t.co/OXY9ZhnW5y vía @Periodistadigit,1
@uranioceIoso @iStar57_ Tú eres mi zorra favorita,1
@yungpichaku @3adawiyaaa tu eres mi problema puta x,1
"@EstefCastilloS ojala te vayas al infierno, que la vida te de todo lo que te mereces por puta.",1
Y tú eres una perra racista con un enorme sentimiento de inferioridad. Por eso tienes que venir a Twitter buscando protagonismo a costa de soltar mierda aprovechando una desgracia. Deseo que esta sea la última noche de tu vida que te vayas a dormir. https://t.co/yVb67xlIoD,1
"@elisacarrio La concha de tu madre hija de mil puta!!! Nada más, no lo mereces",1
@lovatospriority Callate puta que tu fuiste la primera en darle like,1
@Shariit_Rgueez @_Axxelo Cállate. Tú eres bien zorra. 🌚❤,1
@PabloAgustin @barbarammzz @MicaSuarez12 CÁLLATE...PERRA https://t.co/Qm6enxgxls,1
DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor,1
"Puta de su madre..... Que esta mujer es RECONTRA imbécil y tenemos que pagarle con nuestros impuestos... Le hacen saber que su JEFA SAMURAI recibió dinero SUCIO y ella se convence mas, que tienen que LUCHAR CONTRA LA KORRUPCION ... SACATE LA MIERDA DE LA CABEZA... MUJER https://t.co/ryXAQ6YsRq",1
"@skeletomh tú eres la perra idiota y yo el viejo, okurr",1
"Mis tios diciendo que ines arrimadas es una zorra, a ver callate la boca",1
"@Maritza05484697 TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI",1
"@zhorro4 tu no eres artista, tu eres una puta buscando enchufado, con el perdón de las putas.",1
"28: te amodio, odio a la perra de tu amiga ☺️☺️pero tú eres mi vida *tijerazo*",1
Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz,1
